position,overall,name,nation,club,age
RW,66,Julián Alfaro,Chile,Club Magallanes,22
RW,59,Julian Kudala,Germany,SSV Ulm 1846,21
RW,65,Julian von Moos,Switzerland,FC St. Gallen,22
RW,78,Junior Messias,Brazil,Genoa,32
RW,63,Justo Giani,Argentina,Atlético Tucumán,24
RW,62,Kaide Gordon,England,Liverpool,19
RW,65,Karamoko Dembélé,England,Blackpool,20
RW,63,Kasey McAteer,England,Leicester City,21
RW,70,Kenan Karaman,Turkey,FC Schalke 04,29
RW,66,Kevin Kabran,Sweden,Stabæk Fotball,29
RW,72,Kevin Schade,Germany,Brentford,21
RW,74,Khaled Narey,Germany,Al Khaleej,29
RW,58,Kian Leavy,Republic of Ireland,St. Pats,21
RW,67,Kim Bo Sub,Korea Republic,Incheon United,25
RW,56,Kim Dae Hwan,Korea Republic,Jeju United,18
RW,62,Kim Ju Chan,Korea Republic,Suwon Samsung,19
RW,70,Ko Jae Hyeon,Korea Republic,Daegu FC,24
RW,64,Lallianzuala Chhangte,India,Mumbai City FC,26
RW,66,Lamine Ghezali,France,FC Dinamo 1948,24
RW,65,Lars Kehl,Germany,VfL Osnabrück,21
RW,65,Lasso Coulibaly,Ghana,Randers FC,20
RW,69,Leandrinho,Brazil,Daejeon Citizen,28
RW,66,Leandro Barcia,Uruguay,Defensor,31
RW,63,Leandro Putaro,Germany,Arminia Bielefeld,26
RW,69,Leandro Sosa,Uruguay,Sporting Cristal,29
RW,57,Lee Gi Hyeok,Korea Republic,Jeju United,23
RW,74,Liel Abada,Israel,Celtic,22
RW,63,Lucas Agazzi,Uruguay,Defensor,18
RW,63,Lucas Chávez,Bolivia,Bolívar,20
RW,80,Lucas Ocampos,Argentina,Sevilla FC,29
RW,59,Lucas Rocrou,France,Bordeaux,20
RW,67,Luciano Rodríguez,Uruguay,Liverpool,20
RW,64,Luís Santos,Portugal,Boavista FC,23
RW,69,Luka Romero,Argentina,Milan,18
RW,62,Luke Molyneux,England,Doncaster,25
RW,66,Mads Hansen,Denmark,FC Nordsjælland,21
RW,54,Makan Winkle Chothe,India,Hyderabad FC,23
RW,58,Maksim Stjopin,Finland,HJK Helsinki,20
RW,66,Malcolm Ebiowei,England,Crystal Palace,20
RW,67,Mamady Bangré,Burkina Faso,Toulouse FC,22
RW,66,Manuel Palacios,Colombia,Rongcheng FC,30
RW,60,Manvir Singh,India,ATK Mohun Bagan,27
RW,83,Marco Asensio,Spain,Paris SG,27
RW,66,Marco Borgnino,Argentina,Farul Constanța,25
RW,68,Marco Matias,Portugal,Farense,34
RW,67,Marco Tilio,Australia,Celtic,22
RW,71,Marcos Bolados,Chile,Colo-Colo,27
RW,80,Marcus Edwards,England,Sporting CP,24
RW,63,Marcus Johansen Mehnert,Norway,Strømsgodset IF,25
RW,62,Mario Bratu,Romania,FC Petrolul,21
RW,62,Marius Cioiu,Romania,FC Botoșani,23
RW,68,Marouan Azarkan,Holland,FC Utrecht,21
RW,71,Marquinhos,Brazil,FC Nantes,20
RW,67,Marrony,Brazil,FC Midtjylland,24
RW,63,Marvin De Lima,France,Bordeaux,19
RW,65,Masaki Watai,Japan,Boavista FC,24
RW,72,Mathias Pereira Lage,Portugal,Stade Brestois 29,26
RW,65,Matías Abaldo,Uruguay,Gimnasia,19
RW,72,Matías Vargas,Argentina,Shanghai Port,26
RW,73,Matteo Cancellieri,Italy,Empoli,21
RW,81,Matteo Politano,Italy,Napoli FC,30
RW,67,Maurice Multhaup,Germany,Braunschweig,26
RW,67,Mayckel Lahdo,Sweden,AZ,20
RW,51,Memet-Raim Memet-Ali,China PR,Changchun Yatai,23
RW,78,Michael Olise,France,Crystal Palace,21
RW,81,Miguel Almirón,Paraguay,Newcastle Utd,29
RW,58,Mihai Constantinescu,Romania,FC Petrolul,20
RW,55,Mihnea Rădulescu,Romania,FC Petrolul,18
RW,62,Milan Corryn,Belgium,Almere City FC,24
RW,69,Mo El Hankouri,Morocco,1. FC Magdeburg,26
RW,89,Mohamed Salah,Egypt,Liverpool,31
RW,79,Mohammed Kudus,Ghana,West Ham,23
RW,59,Mohammed Yasir,India,Hyderabad FC,25
RW,59,Momodou Lamin Sonko,Sweden,BK Häcken,18
RW,59,Montader Madjed,Sweden,Hammarby IF,18
RW,60,Moritz Hannemann,Germany,SSV Ulm 1846,25
RW,65,Mortimer,Spain,Granada CF,22
RW,74,Mourad Batna,Morocco,Al Fateh,33
RW,62,Moussa Guel,Côte d'Ivoire,USL Dunkerque,24
RW,59,Myeong Joon Jae,Korea Republic,Suwon Samsung,29
RW,63,Nassim Chadli,Morocco,US Concarneau,22
RW,63,Nathan Holland,England,Forest Green,25
RW,74,Nathan Tella,England,Leverkusen,24
RW,69,Nicola Valente,Italy,Palermo,32
RW,63,Nicolae Carnat,Romania,FC Voluntari,25
RW,81,Nicolás González,Argentina,Fiorentina,25
RW,58,Niklo Dailly,Belgium,RWD Molenbeek,21
RW,69,Nikolai Laursen,Denmark,Heracles Almelo,25
RW,60,Noel Milleskog,Sweden,Djurgårdens IF,21
RW,67,Noel Niemann,Germany,VfL Osnabrück,23
RW,77,Noni Madueke,England,Chelsea,21
RW,65,Ole Didrik Blomberg,Norway,SK Brann,23
RW,64,Oscar Bobb,Norway,Manchester City,20
RW,68,Óscar Cortés,Colombia,RC Lens,19
RW,64,Oscar Pettersson,Sweden,Brommapojkarna,23
RW,70,Oscar Taty Maritu,Congo DR,Cangzhou FC,24
RW,62,Oskar Fallenius,Sweden,Djurgårdens IF,21
RW,53,Othman Al Othman,Saudi Arabia,Al Fateh,20
RW,86,Ousmane Dembélé,France,Paris SG,26
RW,53,Park Yong Hui,Korea Republic,Daegu FC,21
RW,54,Parthib Gogoi,India,NorthEast United,20
RW,78,Patrick Wimmer,Austria,VfL Wolfsburg,22
RW,72,Patrik Wålemark,Sweden,sc Heerenveen,21
RW,58,Paul Mensah,Ghana,Blau-Weiss Linz,23
RW,79,Pedro,Spain,Latium,36
RW,66,Peter,Spain,Real Madrid,21
RW,60,Peter Gwargis,Sweden,Degerfors IF,23
RW,64,Petrișor Petrescu,Romania,FC Hermannstadt,30
RW,60,Pontus Dahbo,Sweden,BK Häcken,17
RW,50,Pranjal Bhumij,India,Mumbai City FC,24
RW,64,Pyry Soiri,Finland,HJK Helsinki,29
RW,78,Rachid Ghezzal,Algeria,Beşiktaş,31
RW,68,Rafael Camacho,Portugal,Sporting CP,23
RW,70,Rafik Guitane,France,Estoril Praia,24
RW,69,Ransford-Yeboah Königsdörffer,Ghana,Hamburger SV,22
RW,84,Raphinha,Brazil,FC Barcelona,26
RW,64,Rasmus Örqvist,Sweden,Degerfors IF,24
RW,54,Redeem Tlang,India,NorthEast United,28
RW,74,Reiss Nelson,England,Arsenal,23
RW,71,Renaud Ripart,France,ESTAC Troyes,30
RW,65,Renzo Sanchez,Uruguay,Nacional,19
RW,61,Rikelmi,Brazil,RWD Molenbeek,22
RW,69,Rober,Spain,N.E.C. Nijmegen,22
RW,67,Robert Murić,Croatia,Konyaspor,27
RW,73,Roberto Insigne,Italy,Palermo,29
RW,64,Rocco Vata,Republic of Ireland,Celtic,18
RW,54,Rochharzela,India,NorthEast United,25
RW,85,Rodrygo,Brazil,Real Madrid,22
RW,73,Romain Del Castillo,France,Stade Brestois 29,27
RW,60,Romario Rösch,Germany,SSV Ulm 1846,24
RW,64,Ronald Briones,Ecuador,Aucas,23
RW,67,Roony Bardghji,Sweden,F.C. København,17
RW,72,Rúben Lameiras,Portugal,GD Chaves,28
RW,73,Ryan Fraser,Scotland,Southampton,29
RW,65,Ryan Williams,Australia,Bengaluru FC,29
RW,70,Saba Lobjanidze,Georgia,Atlanta United,28
RW,72,Salvador Agra,Portugal,Boavista FC,31
RW,81,Samuel Chukwueze,Nigeria,Milan,24
RW,68,Sander Svendsen,Norway,Viking FK,26
RW,63,Scott Banks,Scotland,FC St. Pauli,22
RW,66,Scott Sinclair,England,Bristol Rovers,34
RW,70,Scott Wright,Scotland,Rangers,26
RW,75,Sebastián Palacios,Argentina,Panathinaikos,31
RW,65,Serginho,Portugal,Viborg FF,22
RW,65,Sergio López,Argentina,Dep. Cuenca,34
RW,66,Sergiu Hanca,Romania,FC Petrolul,31
RW,60,Shane Farrell,Republic of Ireland,Shelbourne,23
RW,56,Shang Yin,China PR,Dalian Pro,34
RW,60,Shayden Morris,England,Aberdeen,21
RW,53,Shin Sang Eun,Korea Republic,Daejeon Citizen,24
RW,61,Sidi Sané,Germany,Braunschweig,20
RW,64,Silviu Balaure,Romania,FC Hermannstadt,27
RW,70,Simon Hedlund,Sweden,IF Elfsborg,30
RW,60,Simon Power,Republic of Ireland,Shamrock Rovers,25
RW,65,Simon Skrabb,Finland,Kalmar FF,28
RW,65,Soichiro Kozuki,Japan,FC Schalke 04,22
RW,67,Sondre Sørli,Norway,FK Bodø/Glimt,27
RW,65,Sontje Hansen,Holland,N.E.C. Nijmegen,21
RW,62,Stanley Mills,England,Oxford United,19
RW,63,Steven Bradley,Scotland,Livingston,21
RW,80,Suso,Spain,Sevilla FC,29
RW,80,Takefusa Kubo,Japan,Real Sociedad,22
RW,70,Takuro Kaneko,Japan,Dinamo Zagreb,26
RW,69,Taylor Booth,United States,FC Utrecht,22
RW,67,Thomas Jones,Chile,Club Magallanes,26
RW,70,Thomas Murg,Austria,PAOK FC,28
RW,66,Tino Anjorin,England,Portsmouth,21
RW,63,Tom Baumgart,Germany,Hallescher FC,25
RW,77,Trincão,Portugal,Sporting CP,23
RW,61,Tyler Goodrham,Republic of Ireland,Oxford United,20
RW,59,Tyler Roberts,Jamaica,Doncaster,19
RW,60,Tyrese Shade,St. Kitts and Nevis,Swindon Town,23
RW,64,Ulysses Llanez Jr.,United States,VfL Wolfsburg,22
RW,76,Václav Černý,Czech Republic,VfL Wolfsburg,25
RW,71,Veljko Birmančević,Serbia,Sparta Praha,25
RW,65,Victor Lind,Denmark,IFK Norrköping,20
RW,56,Vikram Singh,India,Mumbai City FC,21
RW,55,Wang Jiahao,China PR,Nantong Zhiyun FC,23
RW,64,Xavier Amaechi,England,1. FC Magdeburg,22
RW,68,Yang Hyeon Joon,Korea Republic,Celtic,21
RW,65,Yankuba Minteh,Gambia,Feyenoord,19
RW,67,Yerson Chacón,Venezuela,Dep. Táchira,20
RW,63,Yohan Baï,France,SC Bastia,27
RW,72,Yorbe Vertessen,Belgium,PSV,22
RW,60,Youssef Chaib,Norway,Sandefjord,27
RW,72,Yuki Soma,Japan,Casa Pia AC,26
RW,69,Yusuf Erdoğan,Turkey,Adana Demirspor,31
RW,71,Yusuf Sarı,Turkey,Adana Demirspor,24
RW,75,Zakaria Aboukhlal,Morocco,Toulouse FC,23
RW,65,Zakaria El Ouahdi,Morocco,KRC Genk,21
RW,63,Zarzana,Spain,Sevilla FC,21
RWB,64,Aaron Nemane,France,Notts County,26
RWB,62,Achraf Douiri,Holland,FC Volendam,23
RWB,70,Adis Jasic,Austria,Wolfsberger AC,20
RWB,71,Agustín Giay,Argentina,San Lorenzo,19
RWB,63,Ahmad Ngouyamsa,Cameroon,Rodez AF,22
RWB,72,Ahn Hyun Beom,Korea Republic,Jeonbuk Hyundai,28
RWB,72,Alberto Espínola,Paraguay,Colón,32
RWB,65,Aleksander Melgalvis,Norway,HamKam Fotball,34
RWB,58,Alex Rodríguez,Spain,Getafe CF,21
RWB,65,Alexander Jensen,Denmark,Brommapojkarna,22
RWB,62,Amin Nouri,Norway,HamKam Fotball,33
RWB,72,André Geraldes,Portugal,Casa Pia AC,32
RWB,68,Andrea Conti,Italy,Sampdoria,29
RWB,68,Andreas Bruus,Denmark,ESTAC Troyes,24
RWB,62,Anthony Forde,Republic of Ireland,Wrexham AFC,29
RWB,68,Anthony Gonçalves,France,Stade Lavallois,37
RWB,64,Anton Liljenbäck,Sweden,Varbergs BoIS,28
RWB,69,Antonio Candela,Italy,Venezia,23
RWB,69,Arthur,Brazil,Leverkusen,20
RWB,62,Barry Cotter,Republic of Ireland,Barnsley,24
RWB,72,Bartosz Bereszyński,Poland,Empoli,31
RWB,61,Bastian Allgeier,Germany,SSV Ulm 1846,21
RWB,69,Brad Potts,England,Preston,29
RWB,71,Brandon Soppy,France,Torino,21
RWB,64,Brian Plat,Holland,FC Volendam,23
RWB,69,Bruno Gaspar,Angola,Vitória SC,30
RWB,70,Bryan Reynolds,United States,KVC Westerlo,22
RWB,59,Bryce Hosannah,England,Wrexham AFC,24
RWB,63,Callum Johnson,England,Mansfield Town,26
RWB,65,Calvin Ramsay,Scotland,Preston,20
RWB,64,Cameron Norman,England,MK Dons,27
RWB,63,Carlos Uvilde Sánchez,Ecuador,Independiente DV,22
RWB,69,Carmona,Spain,Getafe CF,21
RWB,64,Christian Dahle Borchgrevink,Norway,Vålerenga Fotball,24
RWB,77,Christopher Trimmel,Austria,Union Berlin,36
RWB,67,Christopher Wernitznig,Austria,Austria Klagenfurt,33
RWB,63,Connor Randall,England,Ross County,27
RWB,65,Corey O'Keeffe,Republic of Ireland,Barnsley,25
RWB,66,Cornel Râpă,Romania,Cracovia,33
RWB,69,Cristian Manea,Romania,CFR 1907 Cluj,26
RWB,69,Daiki Hashioka,Japan,STVV,24
RWB,77,Damián Suárez,Uruguay,Getafe CF,35
RWB,74,Danny da Costa,Germany,1. FSV Mainz 05,30
RWB,56,Darragh Crowley,Republic of Ireland,Cork City,23
RWB,53,David Bendrik,Sweden,Varbergs BoIS,20
RWB,52,David Toure,Republic of Ireland,Shelbourne,19
RWB,57,David Udogu,Germany,FC Ingolstadt 04,20
RWB,64,David Worrall,England,Barrow,33
RWB,70,Davide Biraschi,Italy,Karagümrük SK,29
RWB,63,Demba Thiam,France,USL Dunkerque,33
RWB,64,Dembo Sylla,Guinea,FC Lorient,20
RWB,69,Dennis Diekmeier,Germany,SV Sandhausen,33
RWB,81,Denzel Dumfries,Holland,Inter,27
RWB,69,Diego Bejarano,Bolivia,Bolívar,32
RWB,65,Diego Corozo,Ecuador,Aucas,32
RWB,61,Dion Rankine,England,Exeter City,20
RWB,65,Dominik Schad,Germany,Preußen Münster,26
RWB,62,Donald Love,Scotland,Morecambe,28
RWB,64,Drey Wright,England,St. Johnstone,28
RWB,59,Elliot Newby,England,Barrow,27
RWB,58,Elliot Thorpe,Wales,Shrewsbury,22
RWB,63,Elliott Bennett,England,Shrewsbury,34
RWB,63,Elyas Bouzaiene,Sweden,Degerfors IF,26
RWB,70,Eric Meza,Argentina,Colón,24
RWB,65,Erling Knudtzon,Norway,Molde FK,34
RWB,61,Ernest Boahene,Ghana,Strømsgodset IF,23
RWB,64,Eskil Edh,Norway,Lillestrøm SK,21
RWB,67,Espen Ruud,Norway,Odds BK,39
RWB,61,Ezequiel Herrera,Argentina,San Lorenzo,20
RWB,64,Fabian Gmeiner,Austria,SC Austria,26
RWB,56,Fabian Holst-Larsen,Norway,Strømsgodset IF,18
RWB,62,Fabian Windhager,Austria,Blau-Weiss Linz,22
RWB,69,Federico Vera,Argentina,Unión,25
RWB,70,Felix Agu,Germany,SV Werder Bremen,24
RWB,71,Felix Beijmo,Sweden,AGF,25
RWB,60,Femi Seriki,England,Sheffield Utd,21
RWB,62,Feng Jin,China PR,Qingdao Hainiu,30
RWB,64,Filip Borowski,Poland,Warta Poznań,20
RWB,60,Fin Back,England,Carlisle United,21
RWB,64,Florian Heister,Germany,Viktoria Köln,26
RWB,67,Francisco Gerometta,Argentina,Unión,24
RWB,68,Frank Ronstadt,Germany,SV Darmstadt 98,26
RWB,67,Frederic Ananou,Togo,STVV,26
RWB,76,Frédéric Guilbert,France,Strasbourg,28
RWB,54,Frederik Recktenwald,Germany,Saarbrücken,20
RWB,58,Gan Rui,China PR,Rongcheng FC,38
RWB,71,George Baldock,Greece,Sheffield Utd,30
RWB,62,Gideon Mensah,Ghana,Varbergs BoIS,23
RWB,68,Gilles Dewaele,Belgium,Standard Liège,27
RWB,63,Gilli Rólantsson,Faroe Islands,Vejle Boldklub,31
RWB,71,Giovanni González,Uruguay,RCD Mallorca,29
RWB,69,Gonçalo Esteves,Portugal,Sporting CP,19
RWB,69,Gonzalo Bettini,Argentina,Sarmiento,30
RWB,52,Gordon Walker,Republic of Ireland,Cork City,24
RWB,63,Grégory Coelho,France,Rodez AF,24
RWB,66,Guillaume François,Belgium,R. Union St.-G.,33
RWB,49,Guo Yunqi,China PR,Cangzhou FC,26
RWB,78,Hans Hateboer,Holland,Bergamo Calcio,29
RWB,63,Harrison Ashby,Scotland,Swansea City,21
RWB,62,Herman Johansson,Sweden,Mjällby AIF,25
RWB,65,Hugo Ancajima,Peru,Universitario,25
RWB,63,Hwang Jae Won,Korea Republic,Daegu FC,21
RWB,73,Isaiah Jones,England,Middlesbrough,24
RWB,73,Issa Kaboré,Burkina Faso,Luton Town,22
RWB,64,Jack Burroughs,Scotland,Lincoln City,22
RWB,56,Jack Ellis,England,Carlisle United,19
RWB,56,Jacob Florentin Andersen,Denmark,AGF,19
RWB,63,Jake Caprice,England,Burton Albion,30
RWB,65,Jakub Bartkowski,Poland,Warta Poznań,31
RWB,71,James Bree,England,Southampton,25
RWB,60,James Brown,Republic of Ireland,Ross County,25
RWB,56,James Plant,England,Port Vale,19
RWB,67,Jan Hendrik Marx,Germany,Braunschweig,28
RWB,65,Jan Jurčec,Croatia,SCR Altach,22
RWB,71,Jan Mejdr,Czech Republic,Sparta Praha,28
RWB,60,Jang Seong Won,Korea Republic,Daegu FC,26
RWB,68,Jannik Dehm,Germany,Hannover 96,27
RWB,61,Jason Lowe,England,Port Vale,32
RWB,64,Jason McCarthy,England,Wycombe,27
RWB,73,Jayden Bogle,England,Sheffield Utd,23
RWB,62,Jayden Richardson,England,Stockport,23
RWB,68,Jean Felipe,Brazil,Estrela Amadora,29
RWB,66,Jens Martin Gammelby,Denmark,HamKam Fotball,28
RWB,67,Jeong Seung Won,Korea Republic,Suwon Samsung,26
RWB,83,Jeremie Frimpong,Holland,Leverkusen,22
RWB,66,Jhon Espinoza,Ecuador,FC Lugano,24
RWB,73,Jimmy Cabot,France,RC Lens,29
RWB,68,João Ferreira,Portugal,Udinese,22
RWB,68,Joe Edwards,England,Plymouth Argyle,32
RWB,56,Joe Foulkes,England,Walsall,20
RWB,62,Joe Riley,England,Walsall,26
RWB,67,Joe Ward,England,Derby County,28
RWB,58,Joel Senior,England,Morecambe,24
RWB,57,John Ross Wilson,Republic of Ireland,Shelbourne,24
RWB,66,John-Patrick Strauß,Philippines,Hansa Rostock,27
RWB,55,Jonah Sticker,Germany,Viktoria Köln,19
RWB,81,Jonathan Clauss,France,OM,31
RWB,60,Jordan Bowery,England,Mansfield Town,32
RWB,67,Jordan Williams,England,Barnsley,23
RWB,66,Josh Dacres-Cogley,England,Bolton,27
RWB,66,Josh Key,England,Swansea City,23
RWB,54,Josh Seary,Republic of Ireland,Preston,19
RWB,73,Josha Vagnoman,Germany,VfB Stuttgart,22
RWB,77,Josip Juranović,Croatia,Union Berlin,28
RWB,63,Juanlu Sánchez,Spain,Sevilla FC,20
RWB,60,Julian Gölles,Austria,Blau-Weiss Linz,24
RWB,70,Julien Le Cardinal,France,Stade Brestois 29,26
RWB,62,Jung Dong Yoon,Korea Republic,Incheon United,29
RWB,71,Junior Sambia,France,Salernitana,27
RWB,64,Junior Tchamadeu,England,Stoke City,19
RWB,65,Kaine Kesler-Hayden,England,Plymouth Argyle,20
RWB,63,Kane Smith,England,Stevenage,27
RWB,63,Kane Vincent-Young,England,Wycombe,27
RWB,66,Kane Wilson,England,Derby County,23
RWB,61,Kang Ji Hoon,Korea Republic,Gangwon FC,26
RWB,67,Karol Fila,Poland,Strasbourg,25
RWB,73,Kelvin Amian,France,Spezia,25
RWB,62,Kévin Perrot,France,Stade Lavallois,34
RWB,68,Kévin Van Den Kerkhof,Algeria,FC Metz,27
RWB,55,Kim Ji Hoon,Korea Republic,Daejeon Citizen,23
RWB,65,Kim Jin Ho,Korea Republic,Gangwon FC,23
RWB,64,Kim Jun Yub,Korea Republic,Incheon United,35
RWB,71,Kingsley Ehizibue,Nigeria,Udinese,28
RWB,64,Kyle Knoyle,England,Stockport,27
RWB,59,Kyran Lofthouse,England,Barnsley,23
RWB,68,Larrazabal,Spain,Casa Pia AC,25
RWB,65,Lars Mogstad Ranger,Norway,Lillestrøm SK,24
RWB,67,Lars Vilsvik,Norway,Strømsgodset IF,34
RWB,63,Lasse Rosenboom,Germany,Holstein Kiel,21
RWB,64,Lasse Sørensen,Denmark,Lincoln City,23
RWB,55,Lee Jong Hyun,Korea Republic,Daejeon Citizen,26
RWB,54,Lee Kang Han,Korea Republic,Gangwon FC,23
RWB,57,Li Shenyuan,China PR,Shanghai Port,26
RWB,63,Liam Smith,Scotland,Cheltenham Town,27
RWB,59,Liao Chengjian,China PR,Changchun Yatai,29
RWB,67,Luca Zander,Germany,SV Sandhausen,28
RWB,65,Lucas Buades,France,Rodez AF,25
RWB,58,Łukasz Gerstenstein,Poland,Stal Mielec,19
RWB,63,Luther James-Wildin,Antigua and Barbuda,Stevenage,25
RWB,61,Macauley Southam-Hales,Wales,Stockport,27
RWB,71,Mads Roerslev,Denmark,Brentford,24
RWB,73,Manolis Saliakas,Greece,FC St. Pauli,27
RWB,67,Marcel Costly,Germany,FC Ingolstadt 04,27
RWB,76,Marco Davide Faraoni,Italy,Hellas Verona,31
RWB,71,Mario Sampirisi,Italy,Reggiana,30
RWB,63,Marius Elvius,Denmark,Vejle Boldklub,21
RWB,60,Marius Ros,France,Pau FC,21
RWB,72,Martin Linnes,Norway,Molde FK,32
RWB,65,Marvin Rittmüller,Germany,Braunschweig,24
RWB,65,Marvin Senaya,France,Strasbourg,22
RWB,70,Matías Fernández,Chile,Independiente DV,28
RWB,74,Matthias Bader,Germany,SV Darmstadt 98,26
RWB,66,Max Johnston,Scotland,SK Sturm Graz,19
RWB,70,Maxime Colin,France,FC Metz,31
RWB,57,Maxime Sainte,Sweden,Varbergs BoIS,21
RWB,68,Mehdi Zeffane,Algeria,Clermont Foot 63,31
RWB,65,Michael Novak,Austria,Wolfsberger AC,32
RWB,73,Miguel Maga,Portugal,Vitória SC,20
RWB,75,Milan van Ewijk,Holland,Coventry City,23
RWB,65,Mitch Clark,Wales,Port Vale,24
RWB,77,Mitchell Weiser,Germany,SV Werder Bremen,29
RWB,61,Monir Jelassi,Sweden,Brommapojkarna,23
RWB,60,Mukhair Al Rashidi,Saudi Arabia,Al Fayha,24
RWB,67,Nadir Zortea,Italy,Bergamo Calcio,24
RWB,52,Namgyal Bhutia,India,Bengaluru FC,24
RWB,52,Nana Owusu,England,Shrewsbury,18
RWB,70,Nathan,Brazil,FC Famalicão,22
RWB,65,Nathan Thompson,England,Stevenage,32
RWB,65,Neil Farrugia,Republic of Ireland,Shamrock Rovers,24
RWB,67,Nicky Devlin,Scotland,Aberdeen,29
RWB,68,Nico Neidhart,Germany,Hansa Rostock,29
RWB,64,Niklas Vesterlund,Denmark,Tromsø IL,24
RWB,66,Nikolas Veratschnig,Austria,Wolfsberger AC,20
RWB,62,Oh Jae Suk,Korea Republic,Daejeon Citizen,33
RWB,63,Oliver Silverholt,Sweden,Varbergs BoIS,29
RWB,53,Oliwier Hyla,Poland,Cracovia,19
RWB,62,Osama Al Khalaf,Saudi Arabia,Al Fayha,26
RWB,63,Oskar Buur,Denmark,FC Volendam,25
RWB,64,Owen Gene,France,Amiens SC,20
RWB,78,Pablo Maffeo,Spain,RCD Mallorca,26
RWB,73,Pasquale Mazzocchi,Italy,Salernitana,28
RWB,66,Patrick Koronkiewicz,Germany,Viktoria Köln,32
RWB,75,Pavel Kadeřábek,Czech Republic,TSG Hoffenheim,31
RWB,73,Pedro Pereira,Portugal,Monza,25
RWB,53,Phoenix Scholtz,Northern Ireland,MK Dons,18
RWB,64,Piao Shihao,China PR,Cangzhou FC,32
RWB,72,Pol Lirola,Spain,Frosinone,26
RWB,79,Przemysław Frankowski,Poland,RC Lens,28
RWB,53,Qian Yumiao,China PR,Tianjin JMT FC,25
RWB,73,Raoul Bellanova,Italy,Torino,23
RWB,75,Rasmus Kristensen,Denmark,Roma FC,26
RWB,55,Reed Baker-Whiting,United States,Sounders FC,18
RWB,64,Remeao Hutton,England,Swindon Town,25
RWB,75,Ricardo Esgaio,Portugal,Sporting CP,30
RWB,74,Robert Skov,Denmark,TSG Hoffenheim,27
RWB,59,Ronan Finn,Republic of Ireland,Shamrock Rovers,35
RWB,60,Ryan Barnett,England,Wrexham AFC,24
RWB,68,Ryan Strain,Australia,St. Mirren,26
RWB,66,Salim Khelifi,Tunisia,Perth Glory,29
RWB,74,Samuele Birindelli,Italy,Monza,24
RWB,53,Sean Carey,Republic of Ireland,Shamrock Rovers,19
RWB,71,Sei Muroya,Japan,Hannover 96,29
RWB,55,Selmin Hodza,Switzerland,FC Zürich,20
RWB,60,Shane McLoughlin,Republic of Ireland,Newport County,26
RWB,73,Silvan Hefti,Switzerland,Genoa,25
RWB,76,Silvan Widmer,Switzerland,1. FSV Mainz 05,30
RWB,64,Solomon Bonnah,Holland,Austria Klagenfurt,20
RWB,48,Son Seung Woo,Korea Republic,Daegu FC,21
RWB,70,Stefano Sabelli,Italy,Genoa,30
RWB,60,Stephen O'Donnell,Scotland,Motherwell,31
RWB,63,Sturla Ottesen,Norway,Stabæk Fotball,22
RWB,56,Sun Qinhan,China PR,Cangzhou FC,23
RWB,71,Tang Miao,China PR,Rongcheng FC,32
RWB,66,Tang Xin,China PR,Rongcheng FC,32
RWB,72,Tatsuhiro Sakamoto,Japan,Coventry City,26
RWB,61,Thomas Gundelund,Denmark,Vejle Boldklub,21
RWB,59,Thomas Rausch,Germany,FC Ingolstadt 04,23
RWB,69,Timo Becker,Germany,Holstein Kiel,26
RWB,72,Timothy Fosu-Mensah,Holland,Leverkusen,25
RWB,63,TJ Eyoma,England,Lincoln City,23
RWB,56,Tobi Adebayo-Rowling,England,Notts County,26
RWB,67,Tobias Pachonik,Germany,Stabæk Fotball,28
RWB,57,Tobias Storm,Denmark,Lyngby BK,19
RWB,65,Tom Hamer,England,Burton Albion,24
RWB,60,Tom Sang,England,Port Vale,24
RWB,71,Tomáš Wiesner,Czech Republic,Sparta Praha,26
RWB,61,Tommaso Cassandro,Italy,Como,23
RWB,59,Tunmise Sobowale,Republic of Ireland,Shrewsbury,24
RWB,62,Tyrell Warren,England,Barrow,25
RWB,72,Valentino Lazaro,Austria,Torino,27
RWB,68,Vegar Eggen Hedenstad,Norway,Vålerenga Fotball,32
RWB,61,Wang Jianming,Chinese Taipei,Qingdao Hainiu,30
RWB,76,Wilfried Singo,Côte d'Ivoire,AS Monaco,22
RWB,60,Willy Kumado,Ghana,Lyngby BK,20
RWB,60,Wojciech Lisowski,Poland,Pogoń Szczecin,31
RWB,55,Yan Zhiyu,China PR,Changchun Yatai,30
RWB,62,Yang Kuo,China PR,Wuhan 3 Towns,30
RWB,61,Yomar Rocha,Bolivia,Bolívar,20
RWB,62,Youssouf Assogba,Benin,Amiens SC,22
RWB,65,Yu In Soo,Korea Republic,Gangwon FC,28
RWB,76,Zeki Çelik,Turkey,Roma FC,26
ST,51,Aaren D'Silva,India,Hyderabad FC,25
ST,54,Aaron Akalé,France,FC Basel 1893,18
ST,70,Aaron Collins,Wales,Bristol Rovers,26
ST,69,Aaron Connolly,Republic of Ireland,Hull City,23
ST,60,Aaron Drinan,Republic of Ireland,Leyton Orient,25
ST,60,Aaron Greene,Republic of Ireland,Shamrock Rovers,33
ST,62,Aaron Pressley,Scotland,Stevenage,21
ST,68,Aaron Seydel,Germany,SV Darmstadt 98,27
ST,71,Abdallah Sima,Senegal,Rangers,22
ST,77,Abderrazak Hamdallah,Morocco,Al Ittihad,32
ST,64,Abdiel Arroyo,Panama,Monagas SC,29
